,Player Name,Seasons in NBA,First Season Played,Last Season Played,Birthdate,Birth City,Birth State or Country,College Name,Draft Number Picked,Draft Round,Draft Team,Draft Year
226,Elden Campbell,15,1991,2005,1968-07-23,Los Angeles,California,Clemson University,27th overall,1st round,Los Angeles Lakers,1990
227,Al Carlson,1,1976,1976,1951-09-17,Oceanside,California,University of Oregon,,,,
228,Bill Cartwright,15,1980,1995,1957-07-30,Lodi,California,University of San Francisco,3rd overall,1st round,New York Knicks,1979
229,Tyson Chandler,19,2002,2020,1982-10-02,Hanford,California,,2nd overall,1st round,Los Angeles Clippers,2001
230,Phil Chenier,10,1972,1981,1950-10-30,Berkeley,California,University of California,,4th overall in the 1971 Supplemental Hardship Draf,Baltimore Bullets,
231,Will Cherry,1,2015,2015,1991-02-08,Oakland,California,University of Montana,,,,
232,Josh Childress,8,2005,2014,1983-06-20,Harbor City,California,Stanford University,6th overall,1st round,Atlanta Hawks,2004
233,Chris Childs,9,1995,2003,1967-11-20,Bakersfield,California,Boise State University,,,,
234,Marquese Chriss,6,2017,2022,1997-07-02,Sacramento,California,University of Washington,8th overall,1st round,Sacramento Kings,2016
235,Josh Christopher,1,2022,2022,2001-12-08,Carson,California,,,,,
236,Patrick Christopher,1,2015,2015,1988-06-03,Compton,California,University of California,,,,
237,Jarron Collins,10,2002,2011,1978-12-02,Northridge,California,Stanford University,53rd overall,2nd round,Utah Jazz,2001
238,Jason Collins,13,2002,2014,1978-12-02,Northridge,California,Stanford University,18th overall,1st round,Houston Rockets,2001
239,Darren Collison,11,2010,2022,1987-08-23,Rancho Cucamonga,California,"University of California, Los Angeles",21st overall,1st round,New Orleans Hornets,2009
240,Anthony Cook,4,1991,1996,1967-03-19,Los Angeles,California,University of Arizona,24th overall,1st round,Phoenix Suns,1989
241,Darwin Cook,8,1981,1989,1958-08-06,Los Angeles,California,University of Portland,70th overall,4th round,Detroit Pistons,1980
242,Jeff Cook,8,1980,1988,1956-10-21,West Covina,California,Idaho State University,49th overall,3rd round,Kansas City Kings,1978
243,David Cooke,1,1986,1986,1963-09-27,Sacramento,California,Saint Mary's College of California,,,,
244,Michael Cooper,12,1979,1990,1956-04-15,Los Angeles,California,University of New Mexico,60th overall,3rd round,Los Angeles Lakers,1978
245,James Cotton,2,1998,1999,1975-12-14,Los Angeles,California,"California State University, Long Beach",32nd overall,2nd round,Denver Nuggets,1997
246,John Coughran,1,1980,1980,1951-09-12,Pittsburg,California,University of California,74th overall,5th round,Cleveland Cavaliers,1973
247,Allen Crabbe,7,2014,2020,1992-04-09,Los Angeles,California,University of California,31st overall,2nd round,Cleveland Cavaliers,2013
248,Hal Crisler,1,1947,1947,1923-12-31,Richmond,California,Iowa State University,,,,
249,Russell Critchfield,1,1969,1969,1946-06-27,Salinas,California,University of California,,,,
250,Winston Crite,2,1988,1989,1965-06-20,Bakersfield,California,Texas A&M University,53rd overall,3rd round,Phoenix Suns,1987
251,Austin Croshere,12,1998,2009,1975-05-01,Los Angeles,California,Providence College,12th overall,1st round,Indiana Pacers,1997
252,Mark Crow,1,1978,1978,1954-10-22,Edwards AFB,California,Duke University,111th overall,6th round,New Jersey Nets,1977
253,Jared Cunningham,4,2013,2016,1991-05-22,Oakland,California,Oregon State University,24th overall,1st round,Cleveland Cavaliers,2012
254,Howie Dallmar,3,1947,1949,1922-05-24,San Francisco,California,Stanford University,,,,
255,Antonio Davis,13,1994,2006,1968-10-31,Oakland,California,University of Texas at El Paso,45th overall,2nd round,Indiana Pacers,1990
256,Baron Davis,13,2000,2012,1979-04-13,Los Angeles,California,"University of California, Los Angeles",3rd overall,1st round,Charlotte Hornets,1999
257,Tyler Davis,1,2019,2019,1997-05-22,San Jose,California,Texas A&M University,,,,
258,Austin Daye,6,2010,2015,1988-06-05,Irvine,California,Gonzaga University,15th overall,1st round,Detroit Pistons,2009
259,Greg Deane,1,1980,1980,1957-12-06,Tulare,California,University of Utah,67th overall,4th round,Utah Jazz,1979
260,Dewayne Dedmon,9,2014,2022,1989-08-12,Lancaster,California,University of Southern California,,,,
261,Bryce Dejean-Jones,1,2016,2016,1992-08-21,Los Angeles,California,"University of Southern California, University of Nevada, Las Vegas, Iowa State University",,,,
262,Bison Dele,8,1992,1999,1969-04-06,Fresno,California,"University of Maryland, University of Arizona",10th overall,1st round,Orlando Magic,1991
263,Dell Demps,3,1994,1997,1970-02-12,Long Beach,California,University of the Pacific,,,,
264,DeMar DeRozan,13,2010,2022,1989-08-07,Compton,California,University of Southern California,9th overall,1st round,Toronto Raptors,2009
265,Coby Dietrick,13,1971,1983,1948-07-23,Riverside,California,San Jose State University,155th overall,10th round,San Francisco Warriors,1970
266,Harry Dinnel,1,1968,1968,1940-10-09,Venice,California,Pepperdine University,,,,
267,Spencer Dinwiddie,8,2015,2022,1993-04-06,Los Angeles,California,University of Colorado,38th overall,2nd round,Detroit Pistons,2014
268,Tyler Dorsey,2,2018,2019,1996-02-18,Pasadena,California,University of Oregon,41st overall,2nd round,Atlanta Hawks,2017
269,Larry Drew II,2,2015,2018,1990-03-05,Los Angeles,California,"University of North Carolina, University of California, Los Angeles",,,,
270,Ralph Drollinger,1,1981,1981,1954-04-20,La Mesa,California,"University of California, Los Angeles",121st overall,7th round,Boston Celtics,1976
271,Jared Dudley,14,2008,2021,1985-07-10,San Diego,California,Boston College,22nd overall,1st round,Charlotte Bobcats,2007
272,Craig Dykema,1,1982,1982,1959-06-11,Lakewood,California,"California State University, Long Beach",66th overall,3rd round,Phoenix Suns,1981
273,Jim Eakins,10,1969,1978,1946-05-24,Sacramento,California,Brigham Young University,57th overall,5th round,San Francisco Warriors,1968
274,Mark Eaton,11,1983,1993,1957-01-24,Westminster,California,"University of California, Los Angeles",107th overall,5th round,Phoenix Suns,1979
275,Tyus Edney,4,1996,2001,1973-02-14,Gardena,California,"University of California, Los Angeles",47th overall,2nd round,Sacramento Kings,1995
276,Kessler Edwards,1,2022,2022,2000-08-09,Glendale,California,,,,,
277,Shane Edwards,1,2014,2014,1987-05-31,Los Angeles,California,University of Arkansas at Little Rock,,,,
278,LeRon Ellis,3,1992,1996,1969-04-28,Los Angeles,California,"University of Kentucky, Syracuse University",22nd overall,1st round,Los Angeles Clippers,1991
279,Wayne Engelstad,1,1989,1989,1965-12-06,Rosemead,California,,,,,
280,James Ennis III,8,2015,2022,1990-07-01,Ventura,California,,,,,
281,Keith Erickson,12,1966,1977,1944-04-19,San Francisco,California,"University of California, Los Angeles",18th overall,3rd round,San Francisco Warriors,1965
282,John Fairchild,4,1966,1970,1943-04-28,Encinitas,California,Brigham Young University,16th overall,2nd round,Los Angeles Lakers,1965
283,Jordan Farmar,10,2007,2017,1986-11-30,Los Angeles,California,"University of California, Los Angeles",26th overall,1st round,Los Angeles Lakers,2006
284,Tony Farmer,2,1998,2000,1970-01-03,Los Angeles,California,"San Jose State University, University of Nebraska",,,,
285,Bob Feerick,4,1947,1950,1920-01-02,San Francisco,California,Santa Clara University,,,,
286,Noel Felix,1,2006,2006,1981-10-04,Los Angeles,California,"California State University, Fresno",,,,
287,Eric Fernsten,6,1976,1984,1953-11-01,Oakland,California,University of San Francisco,62nd overall,4th round,Cleveland Cavaliers,1975
288,Landry Fields,5,2011,2015,1988-06-27,Long Beach,California,Stanford University,39th overall,2nd round,New York Knicks,2010
289,Malik Fitts,2,2021,2022,1997-07-04,Lynwood,California,,,,,
290,Isaac Fontaine,1,2002,2002,1975-04-16,Sacramento,California,Washington State University,,,,
291,Don Ford,7,1976,1982,1952-12-31,Santa Barbara,California,"University of New Mexico, University of California, Santa Barbara",92nd overall,6th round,Los Angeles Lakers,1975
292,Bayard Forrest,2,1978,1979,1954-07-08,San Jose,California,Grand Canyon University,54th overall,3rd round,Phoenix Suns,1975
293,Greg Foster,13,1991,2003,1968-10-03,Oakland,California,"University of California, Los Angeles, University of Texas at El Paso",35th overall,2nd round,Washington Bullets,1990
294,Tremaine Fowlkes,4,2002,2005,1976-04-11,Los Angeles,California,"University of California, California State University, Fresno",54th overall,2nd round,Denver Nuggets,1998
295,Jamaal Franklin,2,2014,2015,1991-07-21,Moreno Valley,California,San Diego State University,41st overall,2nd round,Memphis Grizzlies,2013
296,Anthony Frederick,3,1989,1992,1964-12-07,Los Angeles,California,Pepperdine University,133rd overall,6th round,Denver Nuggets,1986
297,Corey Gaines,5,1989,1995,1965-06-01,Los Angeles,California,"University of California, Los Angeles, Loyola Marymount University",65th overall,3rd round,Seattle SuperSonics,1988
298,Gene Gallette,1,1947,1947,1919-02-22,San Francisco,California,,,,,
299,Marlon Garnett,1,1999,1999,1975-07-03,Los Angeles,California,Santa Clara University,,,,
300,Dean Garrett,6,1997,2002,1966-11-27,Los Angeles,California,Indiana University,38th overall,2nd round,Phoenix Suns,1988
301,Paul George,12,2011,2022,1990-05-02,Palmdale,California,"California State University, Fresno",10th overall,1st round,Indiana Pacers,2010
302,John Gianelli,8,1973,1980,1950-06-10,Stockton,California,University of the Pacific,20th overall,2nd round,Houston Rockets,1972
303,Jonathan Gibson,2,2017,2018,1987-11-08,West Covina,California,New Mexico State University,,,,
304,Normie Glick,1,1950,1950,1927-11-10,Los Angeles,California,Loyola Marymount University,,,,
305,Drew Gooden,14,2003,2016,1981-09-24,Oakland,California,University of Kansas,4th overall,1st round,Memphis Grizzlies,2002
306,Gail Goodrich,14,1966,1979,1943-04-23,Los Angeles,California,"University of California, Los Angeles",,1965 NBA Draft,Los Angeles Lakers,
307,Aaron Gordon,8,2015,2022,1995-09-16,San Jose,California,University of Arizona,4th overall,1st round,Orlando Magic,2014
308,Drew Gordon,1,2015,2015,1990-07-12,San Jose,California,"University of California, Los Angeles, University of New Mexico",,,,
309,Ron Grandison,4,1989,1996,1964-07-09,Los Angeles,California,"University of California, Irvine, University of New Orleans",100th overall,5th round,Denver Nuggets,1987
310,Aaron Gray,7,2008,2014,1984-12-07,Tarzana,California,University of Pittsburgh,49th overall,2nd round,Chicago Bulls,2007
311,Ed Gray,2,1998,1999,1975-09-27,Riverside,California,"University of Tennessee, University of California",22nd overall,1st round,Atlanta Hawks,1997
312,Evric Gray,1,1997,1997,1969-12-13,Bloomington,California,"University of Nevada, Las Vegas",,,,
313,Erick Green,2,2015,2016,1991-05-09,Inglewood,California,Virginia Polytechnic Institute and State University,46th overall,2nd round,Utah Jazz,2013
314,Jalen Green,1,2022,2022,2002-02-09,Merced,California,,,,,
315,Sean Green,3,1992,1994,1970-02-02,Santa Monica,California,"North Carolina State University, Iona College",41st overall,2nd round,Indiana Pacers,1991
316,Dave Greenwood,12,1980,1991,1957-05-27,Lynwood,California,"University of California, Los Angeles",2nd overall,1st round,Chicago Bulls,1979
317,John Greig,1,1983,1983,1961-04-28,Sacramento,California,University of Oregon,65th overall,3rd round,Seattle SuperSonics,1982
318,Dennis Grey,2,1969,1970,1947-08-26,San Diego,California,California Western Uiversity,,,,
319,Bob Gross,8,1976,1983,1953-08-03,San Pedro,California,"Seattle University, California State University, Long Beach",25th overall,2nd round,Portland Trail Blazers,1975
320,Jack Haley,9,1989,1998,1964-01-27,Long Beach,California,"University of California, Los Angeles",79th overall,4th round,Chicago Bulls,1987
321,Daniel Hamilton,2,2018,2019,1995-08-08,Los Angeles,California,University of Connecticut,56th overall,2nd round,Denver Nuggets,2016
322,Dennis Hamilton,4,1968,1971,1944-05-08,Huntington Beach,California,Arizona State University,,,,
323,Jordan Hamilton,5,2012,2016,1990-10-06,Los Angeles,California,University of Texas at Austin,26th overall,1st round,Dallas Mavericks,2011
324,Justin Hamilton,3,2014,2017,1990-04-01,Newport Beach,California,"Iowa State University, Louisiana State University",45th overall,2nd round,Philadelphia 76ers,2012
325,Roy Hamilton,2,1980,1981,1957-07-20,Los Angeles,California,"University of California, Los Angeles",10th overall,1st round,Detroit Pistons,1979
326,Alex Hannum,8,1950,1957,1923-07-19,Los Angeles,California,University of Southern California,,1948 BAA Draf,Indianapolis Jets,
327,Rollen Hans,2,1954,1955,1931-04-13,Los Angeles,California,Long Island University,,,,
328,Tim Hardaway Jr,9,2014,2022,1992-03-16,Orinda,California,University of Michigan,24th overall,1st round,New York Knicks,2013
329,James Harden,13,2010,2022,1989-08-26,Los Angeles,California,Arizona State University,3rd overall,1st round,Oklahoma City Thunder,2009
330,Lucious Harris,12,1994,2005,1970-12-18,Los Angeles,California,"California State University, Long Beach",28th overall,2nd round,Dallas Mavericks,1993
331,Jason Hart,9,2001,2010,1978-04-29,Los Angeles,California,Syracuse University,49th overall,2nd round,Milwaukee Bucks,2000
332,Scott Haskin,1,1994,1994,1970-09-19,Riverside,California,Oregon State University,14th overall,1st round,Indiana Pacers,1993
333,Juaquin Hawkins,1,2003,2003,1973-07-02,Gardena,California,"California State University, Long Beach",,,,
334,Chuck Hayes,11,2006,2016,1983-06-11,San Leandro,California,University of Kentucky,,,,
335,JR Henderson,1,1999,1999,1976-10-30,Bakersfield,California,"University of California, Los Angeles",56th overall,2nd round,Vancouver Grizzlies,1998
336,Jerome Henderson,2,1986,1987,1959-10-05,Los Angeles,California,University of New Mexico,,,,
337,Conner Henry,2,1987,1988,1963-07-21,Claremont,California,"University of California, Santa Barbara",89th overall,4th round,Houston Rockets,1986
338,Cory Higgins,2,2012,2013,1989-06-14,Danville,California,University of Colorado,,,,
339,Sean Higgins,6,1991,1998,1968-12-30,Los Angeles,California,University of Michigan,54th overall,2nd round,San Antonio Spurs,1990
340,Solomon Hill,9,2014,2022,1991-03-18,Los Angeles,California,University of Arizona,23rd overall,1st round,Indiana Pacers,2013
341,Darnell Hillman,9,1972,1980,1949-08-29,Sacramento,California,San Jose State University,8th overall,1st round,Golden State Warriors,1971
342,Jrue Holiday,13,2010,2022,1990-06-12,Chatsworth,California,"University of California, Los Angeles",17th overall,1st round,Philadelphia 76ers,2009
343,Justin Holiday,9,2013,2022,1989-04-05,Mission Hills,California,University of Washington,,,,
344,Ryan Hollins,10,2007,2016,1984-10-10,Pasadena,California,"University of California, Los Angeles",50th overall,2nd round,Charlotte Bobcats,2006
345,Tyler Honeycutt,2,2012,2013,1990-07-15,Los Angeles,California,"University of California, Los Angeles",35th overall,2nd round,Sacramento Kings,2011
346,Eddie House,11,2001,2011,1978-05-14,Berkeley,California,Arizona State University,37th overall,2nd round,Miami Heat,2000
347,Jay Humphries,11,1985,1995,1962-10-17,Los Angeles,California,University of Colorado,13th overall,1st round,Phoenix Suns,1984
348,Roy Hurley,1,1947,1947,1922-08-12,Arcadia,California,Murray State University,,,,
349,Mel Hutchins,7,1952,1958,1928-11-22,Sacramento,California,Brigham Young University,2nd overall,1st round,Tri-Cities Blackhawks,1951
350,Chandler Hutchison,4,2019,2022,1996-04-26,Mission Viejo,California,Boise State University,22nd overall,1st round,Chicago Bulls,2018
351,Darrall Imhoff,12,1961,1972,1938-10-11,San Gabriel,California,University of California,3rd overall,1st round,New York Knicks,1960
352,Josh Jackson,5,2018,2022,1997-02-10,San Diego,California,University of Kansas,4th overall,1st round,Phoenix Suns,2017
353,Ralph Jackson,1,1985,1985,1962-10-26,Los Angeles,California,"University of California, Los Angeles",71st overall,4th round,Indiana Pacers,1984
354,Casey Jacobsen,4,2003,2008,1981-03-19,Glendora,California,Stanford University,22nd overall,1st round,Phoenix Suns,2002
355,Chris Jefferies,2,2003,2004,1980-02-13,Fresno,California,"University of Arkansas, California State University, Fresno",27th overall,1st round,Los Angeles Lakers,2002
356,Richard Jefferson,17,2002,2018,1980-06-21,Los Angeles,California,University of Arizona,13th overall,1st round,Houston Rockets,2001
357,Brandon Jennings,9,2010,2018,1989-09-23,Compton,California,,10th overall,1st round,Milwaukee Bucks,2009
358,Chris Jent,2,1994,1997,1970-01-11,Orange,California,Ohio State University,,,,
359,Grant Jerrett,1,2015,2015,1993-07-08,Costa Mesa,California,University of Arizona,40th overall,2nd round,Portland Trail Blazers,2013
360,Eugene Jeter,1,2011,2011,1983-12-02,Los Angeles,California,University of Portland,,,,
361,Amir Johnson,14,2006,2019,1987-05-01,Los Angeles,California,,56th overall,2nd round,Detroit Pistons,2005
362,Andy Johnson,4,1959,1962,1932-11-08,Los Angeles,California,University of Portland,,,,
363,Dennis Johnson,14,1977,1990,1954-09-18,San Pedro,California,Pepperdine University,29th overall,2nd round,Seattle SuperSonics,1976
364,Kevin Johnson,12,1988,2000,1966-03-04,Sacramento,California,University of California,7th overall,1st round,Cleveland Cavaliers,1987
365,Orlando Johnson,3,2013,2016,1989-03-11,Monterey,California,"Loyola Marymount University, University of California, Santa Barbara",36th overall,2nd round,Sacramento Kings,2012
366,Stanley Johnson,7,2016,2022,1996-05-29,Los Angeles,California,University of Arizona,8th overall,1st round,Detroit Pistons,2015
367,Bobby Jones,2,2007,2008,1984-01-09,Compton,California,University of Washington,37th overall,2nd round,Minnesota Timberwolves,2006
368,Ozell Jones,2,1985,1986,1960-11-20,Long Beach,California,"Wichita State University, California State University, Fullerton",90th overall,4th round,San Antonio Spurs,1984
369,Phil Jordon,7,1957,1963,1933-09-12,Lakeport,California,Whitworth,,1956 NBA Draf,Minneapolis Lakers,
